UbId,dep,pro,dis,nomUb
200806,20,08,06,Rinconada Llicuar
210000,21,00,00,Puno
210100,21,01,00,Puno
210101,21,01,01,Puno
210102,21,01,02,Acora
210103,21,01,03,Amantani
210104,21,01,04,Atuncolla
210105,21,01,05,Capachica
210106,21,01,06,Chucuito
210107,21,01,07,Coata
210108,21,01,08,Huata
210109,21,01,09,Mañazo
210110,21,01,10,Paucarcolla
210111,21,01,11,Pichacani
210112,21,01,12,Plateria
210113,21,01,13,San Antonio
210114,21,01,14,Tiquillaca
210115,21,01,15,Vilque
210200,21,02,00,Azangaro
210201,21,02,01,Azangaro
210202,21,02,02,Achaya
210203,21,02,03,Arapa
210204,21,02,04,Asillo
210205,21,02,05,Caminaca
210206,21,02,06,Chupa
210207,21,02,07,Jose Domingo Choquehuanca
210208,21,02,08,Muñani
210209,21,02,09,Potoni
210210,21,02,10,Saman
210211,21,02,11,San Anton
210212,21,02,12,San Jose
210213,21,02,13,San Juan de Salinas
210214,21,02,14,Santiago de Pupuja
210215,21,02,15,Tirapata
210300,21,03,00,Carabaya
210301,21,03,01,Macusani
210302,21,03,02,Ajoyani
210303,21,03,03,Ayapata
210304,21,03,04,Coasa
210305,21,03,05,Corani
210306,21,03,06,Crucero
210307,21,03,07,Ituata
210308,21,03,08,Ollachea
210309,21,03,09,San Gaban
210310,21,03,10,Usicayos
210400,21,04,00,Chucuito
210401,21,04,01,Juli
210402,21,04,02,Desaguadero
210403,21,04,03,Huacullani
210404,21,04,04,Kelluyo
210405,21,04,05,Pisacoma
210406,21,04,06,Pomata
210407,21,04,07,Zepita
210500,21,05,00,El Collao
210501,21,05,01,Ilave
210502,21,05,02,Capaso
210503,21,05,03,Pilcuyo
210504,21,05,04,Santa Rosa
210505,21,05,05,Conduriri
210600,21,06,00,Huancane
210601,21,06,01,Huancane
210602,21,06,02,Cojata
210603,21,06,03,Huatasani
210604,21,06,04,Inchupalla
210605,21,06,05,Pusi
210606,21,06,06,Rosaspata
210607,21,06,07,Taraco
210608,21,06,08,Vilque Chico
210700,21,07,00,Lampa
210701,21,07,01,Lampa
210702,21,07,02,Cabanilla
210703,21,07,03,Calapuja
210704,21,07,04,Nicasio
210705,21,07,05,Ocuviri
210706,21,07,06,Palca
210707,21,07,07,Paratia
210708,21,07,08,Pucara
210709,21,07,09,Santa Lucia
210710,21,07,10,Vilavila
210800,21,08,00,Melgar
210801,21,08,01,Ayaviri
210802,21,08,02,Antauta
210803,21,08,03,Cupi
210804,21,08,04,Llalli
210805,21,08,05,Macari
210806,21,08,06,Nuñoa
210807,21,08,07,Orurillo
210808,21,08,08,Santa Rosa
210809,21,08,09,Umachiri
210900,21,09,00,Moho
210901,21,09,01,Moho
210902,21,09,02,Conima
210903,21,09,03,Huayrapata
210904,21,09,04,Tilali
211000,21,10,00,San Antonio de Putina
211001,21,10,01,Putina
211002,21,10,02,Ananea
211003,21,10,03,Pedro Vilca Apaza
211004,21,10,04,Quilcapuncu
211005,21,10,05,Sina
211100,21,11,00,San Roman
211101,21,11,01,Juliaca
211102,21,11,02,Cabana
211103,21,11,03,Cabanillas
211104,21,11,04,Caracoto
211200,21,12,00,Sandia
211201,21,12,01,Sandia
211202,21,12,02,Cuyocuyo
211203,21,12,03,Limbani
211204,21,12,04,Patambuco
211205,21,12,05,Phara
211206,21,12,06,Quiaca
211207,21,12,07,San Juan del Oro
211208,21,12,08,Yanahuaya
211209,21,12,09,Alto Inambari
211210,21,12,10,San Pedro de Putina Punco
211300,21,13,00,Yunguyo
211301,21,13,01,Yunguyo
211302,21,13,02,Anapia
211303,21,13,03,Copani
211304,21,13,04,Cuturapi
211305,21,13,05,Ollaraya
211306,21,13,06,Tinicachi
211307,21,13,07,Unicachi
220000,22,00,00,San Martin
220100,22,01,00,Moyobamba
220101,22,01,01,Moyobamba
220102,22,01,02,Calzada
220103,22,01,03,Habana
220104,22,01,04,Jepelacio
220105,22,01,05,Soritor
220106,22,01,06,Yantalo
220200,22,02,00,Bellavista
220201,22,02,01,Bellavista
220202,22,02,02,Alto Biavo
220203,22,02,03,Bajo Biavo
220204,22,02,04,Huallaga
220205,22,02,05,San Pablo
220206,22,02,06,San Rafael
220300,22,03,00,El Dorado
220301,22,03,01,San Jose de Sisa
220302,22,03,02,Agua Blanca
220303,22,03,03,San Martin
220304,22,03,04,Santa Rosa
220305,22,03,05,Shatoja
220400,22,04,00,Huallaga
220401,22,04,01,Saposoa
220402,22,04,02,Alto Saposoa
220403,22,04,03,El Eslabon
220404,22,04,04,Piscoyacu
220405,22,04,05,Sacanche
220406,22,04,06,Tingo de Saposoa
220500,22,05,00,Lamas
220501,22,05,01,Lamas
220502,22,05,02,Alonso de Alvarado
220503,22,05,03,Barranquita
220504,22,05,04,Caynarachi
220505,22,05,05,Cuñumbuqui
220506,22,05,06,Pinto Recodo
220507,22,05,07,Rumisapa
220508,22,05,08,San Roque de Cumbaza
220509,22,05,09,Shanao
220510,22,05,10,Tabalosos
220511,22,05,11,Zapatero
220600,22,06,00,Mariscal Caceres
220601,22,06,01,Juanjui
220602,22,06,02,Campanilla
220603,22,06,03,Huicungo
220604,22,06,04,Pachiza
220605,22,06,05,Pajarillo
220700,22,07,00,Picota
220701,22,07,01,Picota
220702,22,07,02,Buenos Aires
220703,22,07,03,Caspisapa
220704,22,07,04,Pilluana
220705,22,07,05,Pucacaca
220706,22,07,06,San Cristobal
220707,22,07,07,San Hilarion
220708,22,07,08,Shamboyacu
220709,22,07,09,Tingo de Ponasa
220710,22,07,10,Tres Unidos
220800,22,08,00,Rioja
220801,22,08,01,Rioja
220802,22,08,02,Awajun
220803,22,08,03,Elias Soplin Vargas
220804,22,08,04,Nueva Cajamarca
220805,22,08,05,Pardo Miguel
220806,22,08,06,Posic
220807,22,08,07,San Fernando
220808,22,08,08,Yorongos
220809,22,08,09,Yuracyacu
220900,22,09,00,San Martin
220901,22,09,01,Tarapoto
220902,22,09,02,Alberto Leveau
220903,22,09,03,Cacatachi
220904,22,09,04,Chazuta
220905,22,09,05,Chipurana
220906,22,09,06,El Porvenir
220907,22,09,07,Huimbayoc
220908,22,09,08,Juan Guerra
220909,22,09,09,La Banda de Shilcayo
220910,22,09,10,Morales
220911,22,09,11,Papaplaya
220912,22,09,12,San Antonio
220913,22,09,13,Sauce
220914,22,09,14,Shapaja
221000,22,10,00,Tocache
221001,22,10,01,Tocache
221002,22,10,02,Nuevo Progreso
221003,22,10,03,Polvora
221004,22,10,04,Shunte
221005,22,10,05,Uchiza
230000,23,00,00,Tacna
230100,23,01,00,Tacna
230101,23,01,01,Tacna
230102,23,01,02,Alto de la Alianza
230103,23,01,03,Calana
230104,23,01,04,Ciudad Nueva
230105,23,01,05,Inclan
230106,23,01,06,Pachia
230107,23,01,07,Palca
230108,23,01,08,Pocollay
230109,23,01,09,Sama
230110,23,01,10,Coronel Gregorio Albarracín L
230200,23,02,00,Candarave
230201,23,02,01,Candarave
230202,23,02,02,Cairani
230203,23,02,03,Camilaca
230204,23,02,04,Curibaya
230205,23,02,05,Huanuara
230206,23,02,06,Quilahuani
230300,23,03,00,Jorge Basadre
230301,23,03,01,Locumba
230302,23,03,02,Ilabaya
230303,23,03,03,Ite
230400,23,04,00,Tarata
230401,23,04,01,Tarata
230402,23,04,02,Chucatamani
230403,23,04,03,Estique
230404,23,04,04,Estique-Pampa
230405,23,04,05,Sitajara
230406,23,04,06,Susapaya
230407,23,04,07,Tarucachi
230408,23,04,08,Ticaco
240000,24,00,00,Tumbes
240100,24,01,00,Tumbes
240101,24,01,01,Tumbes
240102,24,01,02,Corrales
240103,24,01,03,La Cruz
240104,24,01,04,Pampas de Hospital
240105,24,01,05,San Jacinto
240106,24,01,06,San Juan de la Virgen
240200,24,02,00,Contralmirante Villar
240201,24,02,01,Zorritos
240202,24,02,02,Casitas
240203,24,02,03,Canoas de Punta Sal
240300,24,03,00,Zarumilla
240301,24,03,01,Zarumilla
240302,24,03,02,Aguas Verdes
240303,24,03,03,Matapalo
240304,24,03,04,Papayal
250000,25,00,00,Ucayali
250100,25,01,00,Coronel Portillo
250101,25,01,01,Callaria
250102,25,01,02,Campoverde
250103,25,01,03,Iparia
250104,25,01,04,Masisea
250105,25,01,05,Yarinacocha
250106,25,01,06,Nueva Requena
250107,25,01,07,Manantay
250200,25,02,00,Atalaya
250201,25,02,01,Raymondi
250202,25,02,02,Sepahua
250203,25,02,03,Tahuania
250204,25,02,04,Yurua
250300,25,03,00,Padre Abad
250301,25,03,01,Padre Abad
250302,25,03,02,Irazola
250303,25,03,03,Curimana
250400,25,04,00,Purus
250401,25,04,01,Purus
990000,99,00,00,Extranjero
999900,99,99,00,Extranjero
999999,99,99,99,Extranjero
